Product_id,Review_rating,clean_review
274, 3.0 out of 5 stars, dont purchase go for  pairs at this ptice
274, 5.0 out of 5 stars, good
275,5.0 out of 5 stars,great job amazon
275, 5.0 out of 5 stars, good buy
275, 5.0 out of 5 stars, a very good product and worth it
275, 5.0 out of 5 stars, go for it
275, 5.0 out of 5 stars, better than adidas very good quality
275, 5.0 out of 5 stars, nice one
275, 4.0 out of 5 stars, super
275, 2.0 out of 5 stars, not as expected
275, 5.0 out of 5 stars, good product
275, 5.0 out of 5 stars, finishing
276,3.0 out of 5 stars,not recommended at this price range
276, 5.0 out of 5 stars, bourge just awesome
276, 5.0 out of 5 stars, good shoes
276, 4.0 out of 5 stars, great product
276, 1.0 out of 5 stars, shoes collar is very tough and painful to ankles
276, 5.0 out of 5 stars, good
276, 5.0 out of 5 stars, worthy
277,4.0 out of 5 stars,i got a power
277, 4.0 out of 5 stars, unmatched quality at this price
277, 5.0 out of 5 stars, good buy
277, 5.0 out of 5 stars, strong and sturdy
277, 5.0 out of 5 stars, sturdy shoes
277, 4.0 out of 5 stars, one size bigger to original size
277, 5.0 out of 5 stars, good shoe
277, 2.0 out of 5 stars, just  month and its tearing apart
277, 4.0 out of 5 stars, nice product for rs
277, 5.0 out of 5 stars, recommended
278,5.0 out of 5 stars,worthful
278, 3.0 out of 5 stars, ok can try
278, 1.0 out of 5 stars, im dissatisfied
278, 3.0 out of 5 stars, maintain quality
278, 3.0 out of 5 stars, good combo but room for improvement
278, 5.0 out of 5 stars, nice 
278, 5.0 out of 5 stars, great deal
278, 4.0 out of 5 stars, cheap and best
278, 3.0 out of 5 stars, price was good as per product quality
278, 5.0 out of 5 stars, worth money
279,5.0 out of 5 stars,solid shoes very good quality
280,5.0 out of 5 stars,very nice
280, 5.0 out of 5 stars, very nice products 
280, 5.0 out of 5 stars, a
280, 3.0 out of 5 stars, the shoe unboxer
280, 3.0 out of 5 stars, good but not practical
280, 1.0 out of 5 stars, not comfort to wear
280, 5.0 out of 5 stars, great shoes more than satisfied
280, 5.0 out of 5 stars, just go for it best running shoes in this price segment
280, 3.0 out of 5 stars, not up to the mark
280, 5.0 out of 5 stars, just loved it
281,1.0 out of 5 stars,below average quality waste of money
281, 5.0 out of 5 stars, superb
281, 1.0 out of 5 stars, improvement require in size
281, 5.0 out of 5 stars, nice product i recommend it
281, 4.0 out of 5 stars, low costbut good product
281, 4.0 out of 5 stars, gud one
281, 5.0 out of 5 stars, good looking shoes with good cushion for toes
281, 5.0 out of 5 stars, really good
281, 1.0 out of 5 stars, worst product
281, 5.0 out of 5 stars, good
282,4.0 out of 5 stars,nice  perfect fit of my size
282, 1.0 out of 5 stars, bad quality
282, 1.0 out of 5 stars, ridiculous size issue
282, 3.0 out of 5 stars,  made in india 
282, 2.0 out of 5 stars, shoe is quite comfortable but due to no air flow
282, 5.0 out of 5 stars, superb shoes coming from the power subbrand of bata
282, 2.0 out of 5 stars, smelly shoes dont buy if you sweat or use it in damp conditions
282, 3.0 out of 5 stars, a  out of  footware
282, 1.0 out of 5 stars, not a running shoe
282, 1.0 out of 5 stars, supposed to be a nice shoe but
283,1.0 out of 5 stars,not comfortable at all
283, 5.0 out of 5 stars, bought from bourge
283, 5.0 out of 5 stars, nice pair of shoes
283, 2.0 out of 5 stars, not much quality
283, 1.0 out of 5 stars, cheap cost cheap quality
283, 5.0 out of 5 stars, very good product 
283, 2.0 out of 5 stars, ok but not useful for running
283, 3.0 out of 5 stars, poor quality
283, 4.0 out of 5 stars, could be better fitting
283, 5.0 out of 5 stars, comfortable
284,5.0 out of 5 stars,great product
284, 2.0 out of 5 stars, not a genuine leather product
284, 1.0 out of 5 stars, product quality
284, 3.0 out of 5 stars, decent buy not the best
284, 1.0 out of 5 stars, dangerous shoes gives you shoe bite
284, 4.0 out of 5 stars, quality good and perfect fit
284, 4.0 out of 5 stars, good material good fitting
284, 3.0 out of 5 stars, average
284, 2.0 out of 5 stars, very stiff
284, 1.0 out of 5 stars, too tough
285,4.0 out of 5 stars,good running shoe at low price
285, 1.0 out of 5 stars, should be baned
285, 5.0 out of 5 stars, very good
285, 5.0 out of 5 stars, nice product
285, 4.0 out of 5 stars, good quality but price should be low
285, 5.0 out of 5 stars, best for runners
285, 2.0 out of 5 stars, inner sole was missing
285, 5.0 out of 5 stars, product is very nice
285, 5.0 out of 5 stars, its good
285, 5.0 out of 5 stars, good
286,5.0 out of 5 stars,in this price another comfortable shoes not possible very nice shoe i recommend
286, 5.0 out of 5 stars, class apart 
286, 5.0 out of 5 stars, superb
286, 5.0 out of 5 stars, nice shoes at this price point
286, 5.0 out of 5 stars, perfect fit as per size chart mine being 
286, 5.0 out of 5 stars, best buy
286, 5.0 out of 5 stars, good fit good looks
286, 4.0 out of 5 stars, good choice in this price range
286, 5.0 out of 5 stars, awesome
286, 5.0 out of 5 stars, best on the price band
287,5.0 out of 5 stars,beyond expectation 
287, 2.0 out of 5 stars, average product
287, 4.0 out of 5 stars, good but sent d small size
287, 1.0 out of 5 stars, we lost hope on amazon
287, 4.0 out of 5 stars, value for money 
287, 5.0 out of 5 stars, superb buy
287, 3.0 out of 5 stars, okay
287, 1.0 out of 5 stars, bad
287, 1.0 out of 5 stars, low quality
287, 5.0 out of 5 stars, centrino
288,5.0 out of 5 stars,good
288, 1.0 out of 5 stars, duplicate liberty
288, 5.0 out of 5 stars, i like osm product good product
288, 1.0 out of 5 stars, seller didnt replace as it was not fit in my leg
288, 1.0 out of 5 stars, ok ok
288, 2.0 out of 5 stars, okay but not that comfortable
288, 5.0 out of 5 stars, wow product
288, 5.0 out of 5 stars, best in this price
288, 5.0 out of 5 stars, nice
288, 2.0 out of 5 stars, roadside
289,5.0 out of 5 stars,nice
289, 1.0 out of 5 stars, dont buy this shoes worst quality and delivery is too late
289, 5.0 out of 5 stars, great shoe plz order one bigger size than usual
289, 1.0 out of 5 stars, poor quality product
289, 4.0 out of 5 stars, product is good but size may be vary
289, 4.0 out of 5 stars, worth buying
289, 2.0 out of 5 stars, cheap material
289, 2.0 out of 5 stars, not good
289, 5.0 out of 5 stars, very good
289, 4.0 out of 5 stars, shine and fine product
290,2.0 out of 5 stars,the quality is poor dont recommend it
290, 4.0 out of 5 stars, one word nyc
290, 5.0 out of 5 stars, comfortable
291,1.0 out of 5 stars,online shopping is not trusted
291, 4.0 out of 5 stars, its best in this range 
291, 1.0 out of 5 stars, bad quality
291, 1.0 out of 5 stars, increase  size more
291, 1.0 out of 5 stars, froud
292,5.0 out of 5 stars,very desirable product at this price
292, 1.0 out of 5 stars, copy product
292, 5.0 out of 5 stars, super comfy shoes
292, 5.0 out of 5 stars, price is very good as compared to other shops and all
292, 5.0 out of 5 stars, since it have a thick inner sole which is comfortable in walking 
292, 4.0 out of 5 stars, nice
292, 5.0 out of 5 stars, very good quality fitting and very light at this price
292, 5.0 out of 5 stars, great product
292, 4.0 out of 5 stars, nice
292, 5.0 out of 5 stars, best in everything
293,3.0 out of 5 stars,average quality product fit is smaller than expected
293, 4.0 out of 5 stars,  out of 
293, 5.0 out of 5 stars, better quality
293, 4.0 out of 5 stars, good at discounted price
293, 4.0 out of 5 stars, quality
293, 5.0 out of 5 stars, good
293, 3.0 out of 5 stars, good
293, 3.0 out of 5 stars, quality
293, 5.0 out of 5 stars, 
293, 5.0 out of 5 stars, suits your requirement
294,4.0 out of 5 stars,good
294, 2.0 out of 5 stars, no quality
294, 5.0 out of 5 stars, must buy
294, 5.0 out of 5 stars, good
294, 5.0 out of 5 stars, superb 
294, 1.0 out of 5 stars, bad quality
294, 4.0 out of 5 stars, mast hai lelo
295,5.0 out of 5 stars,excellent
295, 3.0 out of 5 stars, quality is ok and fit is ok
295, 5.0 out of 5 stars, great for the price
295, 5.0 out of 5 stars, best fitting and design for price
295, 2.0 out of 5 stars, not happy bad quality of work
295, 4.0 out of 5 stars, good product very light to wear insole a bit too cushiony but manageable
295, 4.0 out of 5 stars, is good enough except the size problem
295, 3.0 out of 5 stars, decent product decently priced no symmetry
295, 5.0 out of 5 stars, i loved it bourge
295, 3.0 out of 5 stars, required cushion on backside else a perfect product for the price range
296,3.0 out of 5 stars,nothing great and nothing bad as well
296, 1.0 out of 5 stars, disappointed and hurt
296, 3.0 out of 5 stars, not as good as in image
296, 5.0 out of 5 stars, very good product
296, 5.0 out of 5 stars, good product good fitting comfortable
296, 5.0 out of 5 stars, super product
296, 1.0 out of 5 stars, this is fraud
296, 5.0 out of 5 stars, stylish shoes in affordable price
296, 2.0 out of 5 stars, sole is not good as expected but otherwise it is okay
296, 5.0 out of 5 stars, attractive buyworthy 
297,5.0 out of 5 stars,nice shoes
297, 5.0 out of 5 stars, very light weight
297, 4.0 out of 5 stars, nice very good
297, 3.0 out of 5 stars, jaise dikhay waise quality nahi hai
298,4.0 out of 5 stars,comfortable
298, 5.0 out of 5 stars, nice worth it
298, 4.0 out of 5 stars, good
298, 4.0 out of 5 stars, shoew
298, 5.0 out of 5 stars, worth buy
298, 5.0 out of 5 stars, nice
299,1.0 out of 5 stars,so so
299, 2.0 out of 5 stars, go for better one like sega
299, 3.0 out of 5 stars, good product but poor services
299, 3.0 out of 5 stars, worth for money
299, 2.0 out of 5 stars, it may be ok for walking short distance but definitely not for running pain in toes
299, 1.0 out of 5 stars, very low quality dont buy it
299, 5.0 out of 5 stars, quality
299, 1.0 out of 5 stars, not satisfactory
299, 1.0 out of 5 stars, ok ok quality not good at all
299, 5.0 out of 5 stars, just go for it
300,4.0 out of 5 stars,good
300, 2.0 out of 5 stars, mrp printed in shoe is  but it is sold at 
300, 3.0 out of 5 stars, good ok product
300, 4.0 out of 5 stars, worthy but check the size
300, 5.0 out of 5 stars, good nyzzz 
300, 5.0 out of 5 stars, very good product you can buy it if you like it
300, 5.0 out of 5 stars, fantastic boots
300, 4.0 out of 5 stars, awesome
300, 5.0 out of 5 stars, value of money
300, 3.0 out of 5 stars, overcharged mrp
301,5.0 out of 5 stars,worthy
301, 5.0 out of 5 stars, stylish and professional look
301, 5.0 out of 5 stars, totally satisfied
301, 4.0 out of 5 stars, satisfying product
301, 4.0 out of 5 stars, premium at its best in that price
301, 4.0 out of 5 stars, finishing is great
301, 5.0 out of 5 stars, shoe looks dam standard
301, 5.0 out of 5 stars, nice product
301, 5.0 out of 5 stars, amazing product quality and value for money
301, 4.0 out of 5 stars, good
302,3.0 out of 5 stars,value for money
302, 4.0 out of 5 stars, looks good but heel cushion is required
302, 5.0 out of 5 stars, perfect for badminton
302, 3.0 out of 5 stars, usage after  months
302, 4.0 out of 5 stars, comfortable fits well for female too shoe lace looks old though
302, 4.0 out of 5 stars, good
302, 5.0 out of 5 stars, good shoes below k
302, 3.0 out of 5 stars, too silver shade and buy sizer bigger than normal
302, 1.0 out of 5 stars, very bad product for badminton purpose
302, 4.0 out of 5 stars, best for beginners
303,4.0 out of 5 stars,worth buyinggood product at this price
303, 4.0 out of 5 stars, good shows for lovely price at rs  go for it
303, 5.0 out of 5 stars, friendly fit for feet
303, 5.0 out of 5 stars, superb
303, 5.0 out of 5 stars, all in one
303, 4.0 out of 5 stars, good product
303, 3.0 out of 5 stars, size and fitting issue
303, 5.0 out of 5 stars, fully satisfied
303, 4.0 out of 5 stars, campus shoe
303, 4.0 out of 5 stars, shoe is really good and comfortable also
304,1.0 out of 5 stars,looks good but does not lasts long
304, 3.0 out of 5 stars, order one size lesser
304, 4.0 out of 5 stars, best quality product for its prize
304, 5.0 out of 5 stars, bata the best as always
304, 5.0 out of 5 stars, fabulous
304, 4.0 out of 5 stars, this product is good ch is broken looking like a damegd product
304, 5.0 out of 5 stars, nice and comfortable fit
304, 1.0 out of 5 stars, can not be bata
304, 1.0 out of 5 stars, sole quality not good
304, 2.0 out of 5 stars, used shoes with bit damages on front
305,1.0 out of 5 stars,quality not upto mark
305, 1.0 out of 5 stars, product quantity is poor
305, 5.0 out of 5 stars, thanks
305, 1.0 out of 5 stars, product dammag
305, 1.0 out of 5 stars, shoes review
305, 3.0 out of 5 stars, quality must be maintained as per price
305, 5.0 out of 5 stars, good product
305, 5.0 out of 5 stars, good product
305, 5.0 out of 5 stars, good product
305, 1.0 out of 5 stars, qlity bakwaas
306,4.0 out of 5 stars,its very good
306, 4.0 out of 5 stars, cool comfortable stylish
306, 5.0 out of 5 stars, good
306, 3.0 out of 5 stars, amazon should careful while packing the products
306, 4.0 out of 5 stars, good product
306, 1.0 out of 5 stars, item chenge
306, 1.0 out of 5 stars, cheap quality products
306, 2.0 out of 5 stars, maddy perfect combo pack of  multicolored mens casual sneakers
306, 5.0 out of 5 stars, good product
306, 4.0 out of 5 stars, above average
307,4.0 out of 5 stars,colour shape and size a perfect fit
307, 2.0 out of 5 stars, bad experience
307, 4.0 out of 5 stars, beautiful
307, 5.0 out of 5 stars, good product
307, 5.0 out of 5 stars, excellent
307, 3.0 out of 5 stars, fit is the main issue
307, 5.0 out of 5 stars, perfect
307, 3.0 out of 5 stars, its not comfortable
307, 5.0 out of 5 stars, awesome productmust try
307, 4.0 out of 5 stars, nice
308,2.0 out of 5 stars,feel like an ordinary shoe have had few redtape shoes before but this dont match the feel
308, 3.0 out of 5 stars, not so great product
308, 1.0 out of 5 stars, a size bigger than usual might work
308, 1.0 out of 5 stars, duplicate
308, 4.0 out of 5 stars, very good product
308, 5.0 out of 5 stars, awesome product
308, 4.0 out of 5 stars, good
308, 4.0 out of 5 stars, nice product
308, 1.0 out of 5 stars, okay
308, 4.0 out of 5 stars, value for money
309,4.0 out of 5 stars,good
309, 4.0 out of 5 stars, good
309, 4.0 out of 5 stars, good
309, 1.0 out of 5 stars, not good
309, 1.0 out of 5 stars, fitting issues
309, 4.0 out of 5 stars, product
309, 4.0 out of 5 stars, need improvement
309, 4.0 out of 5 stars, nice
309, 5.0 out of 5 stars, over pricing
309, 3.0 out of 5 stars, nice one
310,1.0 out of 5 stars,not priced correct dout its bata
310, 4.0 out of 5 stars, good product
310, 5.0 out of 5 stars, nice
310, 1.0 out of 5 stars, very bad service 
310, 4.0 out of 5 stars, go for it
310, 5.0 out of 5 stars, auper quality and fit
310, 4.0 out of 5 stars, best
310, 5.0 out of 5 stars, very very good product
310, 4.0 out of 5 stars, good
310, 4.0 out of 5 stars, nice one but it from here
311,4.0 out of 5 stars,a great product at a great price
311, 2.0 out of 5 stars, below par
311, 4.0 out of 5 stars, comfortable
311, 5.0 out of 5 stars, very comfortable
311, 5.0 out of 5 stars, go for it
311, 5.0 out of 5 stars, chief and best
311, 1.0 out of 5 stars, faltu me liya
311, 5.0 out of 5 stars, wait for price to slash up to 
311, 4.0 out of 5 stars, good
311, 5.0 out of 5 stars, 
312,3.0 out of 5 stars,acceptable shoes for daily usagewith compromise of course
312, 1.0 out of 5 stars, very cheap quality
312, 5.0 out of 5 stars, comfortable as expected
312, 2.0 out of 5 stars, mmmm you get what you pay for
312, 4.0 out of 5 stars, go for it
312, 5.0 out of 5 stars, extremely comfortable for people with  size
312, 1.0 out of 5 stars, worst experience ever
312, 5.0 out of 5 stars, five stars
312, 5.0 out of 5 stars, excellent fit
312, 1.0 out of 5 stars, not happy with the product
313,5.0 out of 5 stars,very good shoes
314,5.0 out of 5 stars,step out  play
314, 5.0 out of 5 stars, overall review
314, 4.0 out of 5 stars, size is not perfect not for hard ground
314, 1.0 out of 5 stars, not comfortable at all 
314, 1.0 out of 5 stars, very uncomfortable for my feet plus size was wrong
314, 2.0 out of 5 stars, bad quality
314, 5.0 out of 5 stars, quality is better than expected
314, 1.0 out of 5 stars, these shoes are smaller
314, 5.0 out of 5 stars, very good
314, 1.0 out of 5 stars, absolute waste of money
315,1.0 out of 5 stars,i will complaint in police station
315, 5.0 out of 5 stars, nice
315, 5.0 out of 5 stars, nice product
315, 4.0 out of 5 stars, please make a stock for size  for the same product
315, 5.0 out of 5 stars, nice onethanks for this
315, 5.0 out of 5 stars, nice
315, 5.0 out of 5 stars, fit and comfortable
315, 5.0 out of 5 stars, comfortable and budget friendly 
315, 1.0 out of 5 stars, be cautious with the design
315, 5.0 out of 5 stars, bad packing
316,1.0 out of 5 stars,item model is different
316, 1.0 out of 5 stars, complain against refund
316, 1.0 out of 5 stars, bad quality
316, 3.0 out of 5 stars, colour is not the same as in amazon app
316, 2.0 out of 5 stars, this shoes is not from lancer this is some fake company selling with name of lancer
316, 1.0 out of 5 stars, one star
316, 1.0 out of 5 stars, not worth
316, 1.0 out of 5 stars, left shoes narrower than right
316, 1.0 out of 5 stars, not good really dont like
316, 1.0 out of 5 stars, worst
317,1.0 out of 5 stars,fake product
317, 4.0 out of 5 stars, good quality
317, 5.0 out of 5 stars, run run run
317, 5.0 out of 5 stars, awosome
317, 4.0 out of 5 stars, product review
317, 2.0 out of 5 stars, just after  days of useits laces hole got wide while tighteningnot recommended
317, 3.0 out of 5 stars, as expected
317, 5.0 out of 5 stars, trendy and bright
317, 4.0 out of 5 stars, do look out for size else look wise awesome  need to test for durability though
317, 5.0 out of 5 stars, perfect for running and very stylish
318,1.0 out of 5 stars,its fake product dont buy
318, 1.0 out of 5 stars, cheap products like rs shoes
318, 5.0 out of 5 stars, study  light weight comfortable  great in looks
318, 1.0 out of 5 stars, looks
318, 2.0 out of 5 stars, barcode not found seems like fist copy
318, 2.0 out of 5 stars, packaging is garbage
318, 5.0 out of 5 stars, super
318, 5.0 out of 5 stars, perfect
318, 3.0 out of 5 stars, very good product
318, 1.0 out of 5 stars, fake ones
319,1.0 out of 5 stars,not for workout or exercise
319, 3.0 out of 5 stars, very heavy and very hard sole  just no to flexiblity and not for broad foots
319, 1.0 out of 5 stars, highly uncomfortable
319, 4.0 out of 5 stars, good shoes with price
319, 1.0 out of 5 stars, below expectation
319, 1.0 out of 5 stars, very hard shoes
319, 3.0 out of 5 stars, nyc but to large in out side
319, 4.0 out of 5 stars, nice shoes
319, 1.0 out of 5 stars, so hard bottom sole 
319, 5.0 out of 5 stars, awesome brand
320,4.0 out of 5 stars,must buy
320, 5.0 out of 5 stars, i hit  stars
320, 5.0 out of 5 stars, adidas sports shoes
320, 5.0 out of 5 stars, fake  duplicate product
320, 1.0 out of 5 stars, it soaks water from road to make your feet complete wet
320, 5.0 out of 5 stars, good productlight weight
320, 3.0 out of 5 stars, confused
320, 5.0 out of 5 stars, great quality for money but no arch support
320, 2.0 out of 5 stars, not for gym or running at all
320, 1.0 out of 5 stars, dont buy disappointing shoes are just for  days as mentioned
321,1.0 out of 5 stars,duplicate products
321, 4.0 out of 5 stars, light weight
321, 5.0 out of 5 stars, worth it go for it
321, 2.0 out of 5 stars, worst quality
321, 1.0 out of 5 stars, duplicate productreturned it already
321, 1.0 out of 5 stars, worst shoe with a label of adidas beware
321, 3.0 out of 5 stars, nice product 
321, 1.0 out of 5 stars, not good sole wore within  weeks
321, 1.0 out of 5 stars, doesnt seem like original quality
321, 2.0 out of 5 stars, looks like copy product
322,1.0 out of 5 stars,dont buy fake shoes  worst grip  please read all the review and decide
322, 3.0 out of 5 stars, not for wet surface
322, 5.0 out of 5 stars, very good go for it
322, 4.0 out of 5 stars, fits as expected and nice quality
322, 1.0 out of 5 stars, fake product
322, 5.0 out of 5 stars, comfortable shoes
322, 5.0 out of 5 stars, looks good for the price
322, 5.0 out of 5 stars, really satisfying purchase
322, 5.0 out of 5 stars, terrific
322, 3.0 out of 5 stars, part good part bad
323,4.0 out of 5 stars,very comfortable shoes
323, 4.0 out of 5 stars, decent shoes
323, 5.0 out of 5 stars,   
323, 1.0 out of 5 stars, cheap quality product  rebook branding missing from shoes
323, 1.0 out of 5 stars, i m confused
323, 5.0 out of 5 stars, comfort
323, 4.0 out of 5 stars, comfortable and soft one
323, 5.0 out of 5 stars, 
323, 5.0 out of 5 stars, very comfortable
323, 5.0 out of 5 stars, good
324,3.0 out of 5 stars,runing items
324, 1.0 out of 5 stars, fake product dont buy
324, 3.0 out of 5 stars, awesome shoe
324, 4.0 out of 5 stars, awesome
324, 1.0 out of 5 stars, its s not original adidas its first copy
324, 5.0 out of 5 stars, perfect
324, 5.0 out of 5 stars, light weight product
324, 4.0 out of 5 stars, good
324, 5.0 out of 5 stars, good
324, 4.0 out of 5 stars, great product
325,3.0 out of 5 stars,surprisingly good air cushioned shoes at 
325, 2.0 out of 5 stars, shoes too heavy
325, 5.0 out of 5 stars, spectacular for the price
325, 1.0 out of 5 stars, worst shoes ever
325, 1.0 out of 5 stars, worst saler no inner sole
325, 4.0 out of 5 stars, very nice
325, 5.0 out of 5 stars, good
325, 3.0 out of 5 stars, heavy weight shoe
325, 5.0 out of 5 stars, good job
325, 1.0 out of 5 stars, bad and verry hard sole like stone
326,5.0 out of 5 stars,worth it
326, 5.0 out of 5 stars, very vood shoes
326, 1.0 out of 5 stars, its copy not original
326, 5.0 out of 5 stars, very good looking fit and comfortable
327,5.0 out of 5 stars,this shoes are parfect size comfortable and price
327, 5.0 out of 5 stars, good and nice product
327, 5.0 out of 5 stars, super duper shoes  thank you amazone 
327, 5.0 out of 5 stars, very good product
328,5.0 out of 5 stars,good
328, 1.0 out of 5 stars, poor quality
329,5.0 out of 5 stars,great product verified as original
329, 4.0 out of 5 stars, misleading sizes from adidas
329, 2.0 out of 5 stars, worst packaging
329, 5.0 out of 5 stars, value for money
329, 4.0 out of 5 stars, product seems good early delivery bad packaging
329, 1.0 out of 5 stars, fake product
329, 1.0 out of 5 stars, bad quality of shoes
329, 4.0 out of 5 stars, quality
329, 5.0 out of 5 stars, excellent product
329, 3.0 out of 5 stars, rahul
330,5.0 out of 5 stars,after  day use
330, 1.0 out of 5 stars, why no one can pick the return product
330, 5.0 out of 5 stars, its good width is little small very low weight quite comfortable
330, 5.0 out of 5 stars, good quality for the price
330, 5.0 out of 5 stars, it was absolutely good
331,1.0 out of 5 stars,cheap duplicate item being sold by amazon cloudtail 
331, 2.0 out of 5 stars, good  could be better in packaging
331, 5.0 out of 5 stars, buy one size bigger
331, 1.0 out of 5 stars, in return they ask extra items be alert 
331, 5.0 out of 5 stars, superb product
331, 4.0 out of 5 stars, nice quality i was not recommended to write this comment
331, 5.0 out of 5 stars, very nice slippers light weight  smart to look at
331, 5.0 out of 5 stars, very comfortable slippers
331, 1.0 out of 5 stars, feels cheap
331, 4.0 out of 5 stars, very light weight
332,1.0 out of 5 stars,               
332, 5.0 out of 5 stars, great running shoe
332, 5.0 out of 5 stars, best product
332, 4.0 out of 5 stars, very light waight and comfort feeling
332, 3.0 out of 5 stars, shoe is nice but the pasting is st copy product
332, 1.0 out of 5 stars, rd grade quality
332, 3.0 out of 5 stars, packing material in not good shoes are good but not upto the mark
332, 5.0 out of 5 stars, very nice
333,5.0 out of 5 stars,very nice  i bought it in 
333, 5.0 out of 5 stars, good product
333, 4.0 out of 5 stars, nice product
333, 4.0 out of 5 stars, risk of product damag in the packaging
333, 3.0 out of 5 stars, this is sneakers
333, 5.0 out of 5 stars, excellent
333, 5.0 out of 5 stars, 
333, 5.0 out of 5 stars, quality good
333, 4.0 out of 5 stars,       
333, 5.0 out of 5 stars, perfect
334,5.0 out of 5 stars,good
334, 1.0 out of 5 stars, amazons packing was not to box
334, 4.0 out of 5 stars, good but could have been better
334, 5.0 out of 5 stars, red tape leather formal shoes
334, 1.0 out of 5 stars, totally waste of money cheap quality product
334, 5.0 out of 5 stars, exactly as shown
334, 5.0 out of 5 stars, review after  year of use
334, 1.0 out of 5 stars, no genuine leather just an elastic thing
334, 4.0 out of 5 stars, amazing shoes
334, 5.0 out of 5 stars, best price
335,3.0 out of 5 stars,not recommended for running purpose good for casual use
335, 5.0 out of 5 stars, good product but shoe box not upto the mark
335, 5.0 out of 5 stars, value for money
335, 5.0 out of 5 stars, quality product
335, 4.0 out of 5 stars, on smaller size
335, 4.0 out of 5 stars, product is fine the packaging is bad
335, 4.0 out of 5 stars, half a size narrow
335, 5.0 out of 5 stars, best shoe from adidas in this price range
335, 1.0 out of 5 stars, damaged within  months
335, 1.0 out of 5 stars, feeling bad with products quality
336,5.0 out of 5 stars,elegant looking and legit product
336, 3.0 out of 5 stars, okayish one size bigger than my foot size worked for me
336, 5.0 out of 5 stars, good one
336, 5.0 out of 5 stars, good one
336, 1.0 out of 5 stars, very poor
336, 1.0 out of 5 stars, dont go for it
336, 5.0 out of 5 stars, totally recommended
336, 1.0 out of 5 stars, very bad experience
336, 1.0 out of 5 stars, not at all satisfied 
336, 1.0 out of 5 stars, not orignal and size is different from original reebok
337,5.0 out of 5 stars,woth buying and satisfied with product
337, 4.0 out of 5 stars, decent quality made for the indian price point
337, 5.0 out of 5 stars, best pair of shoes
337, 4.0 out of 5 stars, dont buy during sale
337, 2.0 out of 5 stars, duplicate products
337, 4.0 out of 5 stars, decent shoe for its price
337, 4.0 out of 5 stars, good buy at this range
337, 5.0 out of 5 stars, best shoes at this price point
337, 5.0 out of 5 stars, size n all is parfact bt dpught its real brand or first copy how can i find its asics real brand
337, 5.0 out of 5 stars, best running shoes for the pricelooks good fits great
338,1.0 out of 5 stars,its not original its a duplicatest copy
338, 1.0 out of 5 stars, it is duplicate and also thick quality
338, 3.0 out of 5 stars, box is damaged all over shoe is ok average for the price
338, 5.0 out of 5 stars, amazing
338, 4.0 out of 5 stars, the best gym shoes money could buy under 
338, 4.0 out of 5 stars, a must buy for all puma lovers 
338, 1.0 out of 5 stars, duplicate puma
338, 1.0 out of 5 stars, quality was poor for brand puma
338, 5.0 out of 5 stars, worth product
338, 5.0 out of 5 stars, lovely purchase
339,5.0 out of 5 stars,go for it without having a second thought
339, 2.0 out of 5 stars, not sure
339, 5.0 out of 5 stars, nice product
339, 5.0 out of 5 stars, stylish and comfortable sneaker
339, 5.0 out of 5 stars, so good
339, 5.0 out of 5 stars, classy
339, 1.0 out of 5 stars, waste of money
339, 3.0 out of 5 stars, looks good cotton material
339, 1.0 out of 5 stars, not worth the price
339, 1.0 out of 5 stars, disappointed
340,1.0 out of 5 stars,waste of money
340, 5.0 out of 5 stars, awesome
340, 5.0 out of 5 stars, amazing
340, 5.0 out of 5 stars, good one
340, 3.0 out of 5 stars, cheap adidas look alike
340, 3.0 out of 5 stars, average
340, 3.0 out of 5 stars, its just ok to use not too great or too poor to use
340, 5.0 out of 5 stars, light weight running shoes
340, 4.0 out of 5 stars, good quality
340, 4.0 out of 5 stars, all good
341,1.0 out of 5 stars,i will complaint in police station
341, 5.0 out of 5 stars, nice
341, 5.0 out of 5 stars, nice product
341, 4.0 out of 5 stars, please make a stock for size  for the same product
341, 5.0 out of 5 stars, loved it ill give 
341, 5.0 out of 5 stars, nice
341, 5.0 out of 5 stars, nice onethanks for this
341, 5.0 out of 5 stars, fit and comfortable
341, 5.0 out of 5 stars, comfortable and budget friendly 
341, 1.0 out of 5 stars, be cautious with the design
342,5.0 out of 5 stars,definitely buy this
342, 4.0 out of 5 stars, perfect fit
342, 5.0 out of 5 stars, inner soft soul is the best partvery comfortable
342, 3.0 out of 5 stars, it is ok not great issue related to size
342, 4.0 out of 5 stars, u can purchase it within  
342, 4.0 out of 5 stars, size issue
342, 4.0 out of 5 stars, nice product
342, 2.0 out of 5 stars, not a perfect fit
342, 2.0 out of 5 stars, buy one size bigger thqn usual
342, 5.0 out of 5 stars, value for money
343,2.0 out of 5 stars,not worth buying
343, 3.0 out of 5 stars, looks good not comfortable to wear
343, 2.0 out of 5 stars, too hard to wear
343, 1.0 out of 5 stars, size issue
343, 5.0 out of 5 stars, awesome
343, 5.0 out of 5 stars, red tape is premium shoes gives out comfort and quality
344,5.0 out of 5 stars,excellent shoes for the price
344, 3.0 out of 5 stars, offline shopping suggested
344, 2.0 out of 5 stars, image and actual color difference exists
344, 4.0 out of 5 stars, perfect fit and great comfort
344, 5.0 out of 5 stars, genuine leather hush puppies no questions at all
344, 1.0 out of 5 stars, fake branding never buy online
