Product_id,Review_rating,clean_review,Emotion,Sentiment_Score
197, 3.0 out of 5 stars, not good aur not bad,NEGATIVE,0.9839695692062378
197, 5.0 out of 5 stars, it it so good,POSITIVE,0.9998592138290405
198,5.0 out of 5 stars,supup shoe at this price range,POSITIVE,0.7010074257850647
198, 4.0 out of 5 stars, value of money,POSITIVE,0.9982079267501831
198, 5.0 out of 5 stars, wonderfull,POSITIVE,0.9998757839202881
198, 1.0 out of 5 stars, poor quality,NEGATIVE,0.9997573494911194
198, 4.0 out of 5 stars, awesome shoe but size issue,POSITIVE,0.9977333545684814
198, 5.0 out of 5 stars, excellent,POSITIVE,0.9998434782028198
198, 1.0 out of 5 stars, miss branding local branding,NEGATIVE,0.9992454051971436
198, 4.0 out of 5 stars, size,POSITIVE,0.998405396938324
198, 4.0 out of 5 stars, good choice go for it,POSITIVE,0.999748170375824
198, 5.0 out of 5 stars, slightly good,POSITIVE,0.9998476505279541
199,4.0 out of 5 stars,nice safety shoes ,POSITIVE,0.9995607733726501
199, 5.0 out of 5 stars, excellent,POSITIVE,0.9998434782028198
199, 5.0 out of 5 stars, i loved it,POSITIVE,0.9998809099197388
199, 5.0 out of 5 stars, super,POSITIVE,0.998783528804779
199, 4.0 out of 5 stars, good,POSITIVE,0.9998161196708679
199, 5.0 out of 5 stars, nice,POSITIVE,0.9998552799224854
199, 1.0 out of 5 stars, not good,NEGATIVE,0.9997889399528503
199, 5.0 out of 5 stars, safety with style,POSITIVE,0.9985659718513489
199, 5.0 out of 5 stars, looks and feel like woodland,POSITIVE,0.9441204071044922
199, 5.0 out of 5 stars, comfort with style,POSITIVE,0.999863862991333
200,4.0 out of 5 stars,good in this price range,POSITIVE,0.9998469352722168
200, 1.0 out of 5 stars, ,POSITIVE,0.7481212019920349
200, 5.0 out of 5 stars, very good product,POSITIVE,0.9998735189437866
200, 2.0 out of 5 stars, please check and have value to someone who buys your product with the highest value and regards,POSITIVE,0.9972097277641296
200, 2.0 out of 5 stars, average,POSITIVE,0.7222235798835754
200, 2.0 out of 5 stars, sole is too soft doesnt feel like a shoe ,NEGATIVE,0.9883779883384705
200, 5.0 out of 5 stars, super,POSITIVE,0.998783528804779
200, 3.0 out of 5 stars, not good,NEGATIVE,0.9997889399528503
200, 5.0 out of 5 stars, good one,POSITIVE,0.9998288154602051
200, 1.0 out of 5 stars, no one came for replacement,NEGATIVE,0.9977309107780457
201,5.0 out of 5 stars,trendy and sporty as well,POSITIVE,0.9996705055236816
201, 3.0 out of 5 stars, comfy and affordable,POSITIVE,0.9998161196708679
201, 5.0 out of 5 stars, dont think just buy awesome one,POSITIVE,0.9843735694885254
201, 5.0 out of 5 stars, good service m awesome product,POSITIVE,0.9998563528060913
201, 2.0 out of 5 stars, shoes material quality too bad and shoes container box is not original,NEGATIVE,0.9997702240943909
201, 5.0 out of 5 stars, great product with fastest delivery,POSITIVE,0.9998111128807068
201, 4.0 out of 5 stars, you can purchase this product and much worth for ,POSITIVE,0.9995970129966736
201, 4.0 out of 5 stars, very good shoes,POSITIVE,0.999870777130127
201, 1.0 out of 5 stars, box price is inr,NEGATIVE,0.7280585765838623
201, 5.0 out of 5 stars, i am in love with itsuper comfort,POSITIVE,0.9989752769470215
202,1.0 out of 5 stars,not worth,NEGATIVE,0.9997950196266174
202, 1.0 out of 5 stars, packing damage,NEGATIVE,0.9997255206108093
202, 5.0 out of 5 stars, satisfied with the product,POSITIVE,0.9996041655540466
202, 3.0 out of 5 stars, everything important,POSITIVE,0.9994887113571167
202, 1.0 out of 5 stars, the item is not as per order and sizes are small,NEGATIVE,0.9980939030647278
202, 4.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
202, 3.0 out of 5 stars, cut on shoe,POSITIVE,0.8387290239334106
202, 4.0 out of 5 stars, not trutsable,NEGATIVE,0.9986096620559692
202, 4.0 out of 5 stars, itne pese me yahi to aayega,NEGATIVE,0.7854282259941101
202, 5.0 out of 5 stars, simple casual footwear,POSITIVE,0.9986041188240051
203,5.0 out of 5 stars,great,POSITIVE,0.9998630285263062
203, 5.0 out of 5 stars, stylish shoes at affordable price,POSITIVE,0.9990251064300537
203, 5.0 out of 5 stars, very good,POSITIVE,0.9998520612716675
203, 3.0 out of 5 stars, size  is small,NEGATIVE,0.9724276065826416
203, 5.0 out of 5 stars, go for it,POSITIVE,0.9996144771575928
203, 1.0 out of 5 stars, what a pity  an undersized paircould not use this pair of shoes,NEGATIVE,0.9984128475189209
203, 3.0 out of 5 stars, packing is worst and sole pads are missing,NEGATIVE,0.9997846484184265
203, 5.0 out of 5 stars, best shoes  value for money best comfort best running shoes for me,POSITIVE,0.9983727931976318
203, 4.0 out of 5 stars, paisa wasool product,NEGATIVE,0.8967085480690002
203, 4.0 out of 5 stars, optimum utilization of money,POSITIVE,0.9972479939460754
204,4.0 out of 5 stars,comftebal,NEGATIVE,0.9533339738845825
204, 4.0 out of 5 stars, quality product as expected,POSITIVE,0.9967994689941406
204, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
204, 1.0 out of 5 stars, poor quality,NEGATIVE,0.9997573494911194
204, 3.0 out of 5 stars, average quality product,POSITIVE,0.9870116710662842
204, 2.0 out of 5 stars, size not fit for doubts about bata original,NEGATIVE,0.9963340759277344
204, 4.0 out of 5 stars, nice,POSITIVE,0.9998552799224854
204, 1.0 out of 5 stars, kindly uploaded correct photos,POSITIVE,0.998028576374054
204, 5.0 out of 5 stars, almost good one ,POSITIVE,0.9998512268066406
204, 5.0 out of 5 stars, good product  original product,POSITIVE,0.9998584985733032
205,5.0 out of 5 stars,awesome,POSITIVE,0.9998682737350464
205, 4.0 out of 5 stars, four stars,POSITIVE,0.9994032382965088
205, 5.0 out of 5 stars, thank you amazon,POSITIVE,0.9998086094856262
205, 4.0 out of 5 stars, yet another product from symbol and i m loving it,POSITIVE,0.9998699426651001
205, 4.0 out of 5 stars, good for daily use,POSITIVE,0.9996687173843384
205, 4.0 out of 5 stars, apt for the price,POSITIVE,0.9990763664245605
205, 4.0 out of 5 stars, what you saw there u got that,POSITIVE,0.995524525642395
205, 5.0 out of 5 stars, nice shoes,POSITIVE,0.9998557567596436
205, 1.0 out of 5 stars, disappointed by amazon brand,NEGATIVE,0.9997736811637878
205, 5.0 out of 5 stars, excellent quality,POSITIVE,0.9998606443405151
206,5.0 out of 5 stars,decent sneakers,POSITIVE,0.9997959733009338
206, 1.0 out of 5 stars, waste product dnt buy seeing its price,NEGATIVE,0.99860018491745
206, 4.0 out of 5 stars, not the same size,NEGATIVE,0.997378945350647
206, 2.0 out of 5 stars, waste of money and time,NEGATIVE,0.9997816681861877
206, 5.0 out of 5 stars, perfect for running,POSITIVE,0.9998323917388916
206, 3.0 out of 5 stars, good deal,POSITIVE,0.9998378753662109
206, 3.0 out of 5 stars, defective,NEGATIVE,0.9997846484184265
206, 5.0 out of 5 stars, top product,POSITIVE,0.9997883439064026
206, 5.0 out of 5 stars, excellent product,POSITIVE,0.9998617172241211
206, 4.0 out of 5 stars, spend less and get best,POSITIVE,0.9583846926689148
207,1.0 out of 5 stars,nothing,NEGATIVE,0.9992395639419556
207, 4.0 out of 5 stars, nothing else,NEGATIVE,0.990845263004303
207, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
207, 1.0 out of 5 stars, ,POSITIVE,0.7481212019920349
207, 2.0 out of 5 stars, not comfortable,NEGATIVE,0.9997908473014832
207, 1.0 out of 5 stars, quality issues,NEGATIVE,0.7854048609733582
207, 4.0 out of 5 stars, ok,POSITIVE,0.9997851252555847
207, 4.0 out of 5 stars, very comfortable,POSITIVE,0.9998656511306763
207, 2.0 out of 5 stars, felt for left and right,NEGATIVE,0.5830310583114624
207, 5.0 out of 5 stars, comfort,POSITIVE,0.9998326301574707
208,1.0 out of 5 stars,very bad ie dublicate,NEGATIVE,0.9997958540916443
208, 4.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
208, 5.0 out of 5 stars, impressive shoes,POSITIVE,0.9998648166656494
208, 5.0 out of 5 stars, just awesome and very light love this product,POSITIVE,0.9998888969421387
208, 1.0 out of 5 stars, duplicate item received disappointed,NEGATIVE,0.9996849298477173
208, 1.0 out of 5 stars, product is different as per image shown in description,POSITIVE,0.966077446937561
208, 1.0 out of 5 stars, poor quality,NEGATIVE,0.9997573494911194
208, 1.0 out of 5 stars, cheated by amazon,NEGATIVE,0.9994434714317322
208, 5.0 out of 5 stars, good deal at this price,POSITIVE,0.9998511075973511
208, 5.0 out of 5 stars, quality product,POSITIVE,0.9997398257255554
209,1.0 out of 5 stars,sole open in both shoes,POSITIVE,0.994191586971283
209, 4.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
209, 5.0 out of 5 stars, worth double its price,POSITIVE,0.9995256662368774
209, 5.0 out of 5 stars, perfect fit  comfort for me,POSITIVE,0.9998007416725159
209, 5.0 out of 5 stars, pocketfriendly bata,NEGATIVE,0.9717392325401306
209, 4.0 out of 5 stars,  cms stiching is missing,NEGATIVE,0.9997585415840149
209, 4.0 out of 5 stars, nice quality product,POSITIVE,0.999866247177124
209, 1.0 out of 5 stars, sole got rubbed while walking,NEGATIVE,0.9878934025764465
209, 5.0 out of 5 stars, a totally go to product,POSITIVE,0.9992793202400208
209, 5.0 out of 5 stars, worth it,POSITIVE,0.9998801946640015
210,4.0 out of 5 stars,tilzon thankachan,POSITIVE,0.9982427358627319
210, 1.0 out of 5 stars, worst shoes  lasting  months,NEGATIVE,0.9997532963752747
210, 5.0 out of 5 stars, perfect shows,POSITIVE,0.999870777130127
210, 3.0 out of 5 stars, not suitable for long term use,NEGATIVE,0.9997922778129578
210, 5.0 out of 5 stars, too good,POSITIVE,0.9997445940971375
210, 5.0 out of 5 stars, light weight comfortable and superior quality,POSITIVE,0.999832034111023
210, 4.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
210, 4.0 out of 5 stars, quite good for the price range,POSITIVE,0.999843955039978
210, 3.0 out of 5 stars, inexpensive buy only if you are not seeking genuine running shoes,POSITIVE,0.6153284311294556
210, 5.0 out of 5 stars, good one satisfied,POSITIVE,0.9998406171798706
211,4.0 out of 5 stars,awesome,POSITIVE,0.9998682737350464
211, 5.0 out of 5 stars, low price best shoes,POSITIVE,0.9924945831298828
212,4.0 out of 5 stars,fentacia genuine leather shoe highly cushioned,POSITIVE,0.9980013966560364
212, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
212, 5.0 out of 5 stars, quality is good,POSITIVE,0.999848484992981
212, 4.0 out of 5 stars, you can go for it without nd thought,POSITIVE,0.9975594282150269
212, 4.0 out of 5 stars, sole of shoes is made of material which is wear in just three months,NEGATIVE,0.9210453033447266
212, 5.0 out of 5 stars, good genuine leather at reasonable price,POSITIVE,0.9997485280036926
212, 5.0 out of 5 stars, very nice one,POSITIVE,0.9998561143875122
212, 4.0 out of 5 stars, fantastic,POSITIVE,0.9998743534088135
212, 1.0 out of 5 stars, bad experience,NEGATIVE,0.9997826218605042
212, 3.0 out of 5 stars, shoe is more length but width is perfect,POSITIVE,0.999581515789032
213,5.0 out of 5 stars,happy with it,POSITIVE,0.999874472618103
213, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
213, 5.0 out of 5 stars, best shoes within  budget,POSITIVE,0.9994707703590393
213, 5.0 out of 5 stars, nice,POSITIVE,0.9998552799224854
213, 5.0 out of 5 stars, good quality,POSITIVE,0.9998551607131958
213, 5.0 out of 5 stars, nice and comfortable,POSITIVE,0.9998695850372314
213, 1.0 out of 5 stars, used product by someone dont fresh available,NEGATIVE,0.9992269277572632
213, 5.0 out of 5 stars, very good,POSITIVE,0.9998520612716675
213, 5.0 out of 5 stars, very good comfort in these price range,POSITIVE,0.9998351335525513
213, 5.0 out of 5 stars, comfortable and affordable shoe,POSITIVE,0.9998161196708679
214,4.0 out of 5 stars,four stars,POSITIVE,0.9994032382965088
214, 4.0 out of 5 stars, nice but noisy,POSITIVE,0.9958404898643494
214, 4.0 out of 5 stars, good quality and affordable,POSITIVE,0.9998703002929688
214, 4.0 out of 5 stars, fantastic sports shoe within ,POSITIVE,0.9998601675033569
214, 4.0 out of 5 stars, high value for money,POSITIVE,0.999686598777771
214, 5.0 out of 5 stars, initially makes a funny khoch moch sound for some days,NEGATIVE,0.8928739428520203
214, 5.0 out of 5 stars, awesome shoes for the price,POSITIVE,0.9998701810836792
214, 1.0 out of 5 stars, not worth,NEGATIVE,0.9997950196266174
214, 1.0 out of 5 stars, very poor and cheap quality product,NEGATIVE,0.9996721744537354
214, 3.0 out of 5 stars, not for running ,NEGATIVE,0.9969774484634399
215,2.0 out of 5 stars,colour changed,POSITIVE,0.9964338541030884
216,5.0 out of 5 stars,comfortable and light weight,POSITIVE,0.9998300075531006
216, 5.0 out of 5 stars, cheap and best,NEGATIVE,0.9828327298164368
216, 3.0 out of 5 stars, not suitable for me sir,NEGATIVE,0.999798595905304
216, 4.0 out of 5 stars, best in yuuvi,POSITIVE,0.9997686743736267
216, 5.0 out of 5 stars, comfortable shoes in lower price,POSITIVE,0.9856910109519958
216, 5.0 out of 5 stars, comfortable shoes,POSITIVE,0.9998314380645752
216, 5.0 out of 5 stars, amazon products always amazing,POSITIVE,0.9998674392700195
216, 4.0 out of 5 stars, excellent product,POSITIVE,0.9998617172241211
216, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
217,5.0 out of 5 stars,it is light in weight and comfertable,POSITIVE,0.9978694915771484
217, 5.0 out of 5 stars, weight,NEGATIVE,0.9661774635314941
217, 5.0 out of 5 stars, amazing,POSITIVE,0.999875545501709
217, 4.0 out of 5 stars, good fit light weight comfortable,POSITIVE,0.99978107213974
217, 4.0 out of 5 stars, nice,POSITIVE,0.9998552799224854
217, 5.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
217, 4.0 out of 5 stars, good product with best price,POSITIVE,0.9998143315315247
217, 1.0 out of 5 stars, disappointed,NEGATIVE,0.9997841715812683
217, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
217, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
218,1.0 out of 5 stars,sole open in both shoes,POSITIVE,0.994191586971283
218, 4.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
218, 5.0 out of 5 stars, worth double its price,POSITIVE,0.9995256662368774
218, 5.0 out of 5 stars, perfect fit  comfort for me,POSITIVE,0.9998007416725159
218, 5.0 out of 5 stars, pocketfriendly bata,NEGATIVE,0.9717392325401306
218, 4.0 out of 5 stars,  cms stiching is missing,NEGATIVE,0.9997585415840149
218, 4.0 out of 5 stars, nice quality product,POSITIVE,0.999866247177124
218, 1.0 out of 5 stars, sole got rubbed while walking,NEGATIVE,0.9878934025764465
218, 5.0 out of 5 stars, a totally go to product,POSITIVE,0.9992793202400208
218, 5.0 out of 5 stars, worth it,POSITIVE,0.9998801946640015
219,4.0 out of 5 stars,tilzon thankachan,POSITIVE,0.9982427358627319
219, 1.0 out of 5 stars, worst shoes  lasting  months,NEGATIVE,0.9997532963752747
219, 5.0 out of 5 stars, perfect shows,POSITIVE,0.999870777130127
219, 3.0 out of 5 stars, not suitable for long term use,NEGATIVE,0.9997922778129578
219, 5.0 out of 5 stars, too good,POSITIVE,0.9997445940971375
219, 5.0 out of 5 stars, light weight comfortable and superior quality,POSITIVE,0.999832034111023
219, 4.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
219, 4.0 out of 5 stars, quite good for the price range,POSITIVE,0.999843955039978
219, 3.0 out of 5 stars, inexpensive buy only if you are not seeking genuine running shoes,POSITIVE,0.6153284311294556
219, 5.0 out of 5 stars, good one satisfied,POSITIVE,0.9998406171798706
220,4.0 out of 5 stars,awesome,POSITIVE,0.9998682737350464
220, 5.0 out of 5 stars, low price best shoes,POSITIVE,0.9924945831298828
221,4.0 out of 5 stars,fentacia genuine leather shoe highly cushioned,POSITIVE,0.9980013966560364
221, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
221, 5.0 out of 5 stars, quality is good,POSITIVE,0.999848484992981
221, 4.0 out of 5 stars, you can go for it without nd thought,POSITIVE,0.9975594282150269
221, 4.0 out of 5 stars, sole of shoes is made of material which is wear in just three months,NEGATIVE,0.9210453033447266
221, 5.0 out of 5 stars, good genuine leather at reasonable price,POSITIVE,0.9997485280036926
221, 5.0 out of 5 stars, very nice one,POSITIVE,0.9998561143875122
221, 4.0 out of 5 stars, fantastic,POSITIVE,0.9998743534088135
221, 1.0 out of 5 stars, bad experience,NEGATIVE,0.9997826218605042
221, 3.0 out of 5 stars, shoe is more length but width is perfect,POSITIVE,0.999581515789032
222,5.0 out of 5 stars,happy with it,POSITIVE,0.999874472618103
222, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
222, 5.0 out of 5 stars, best shoes within  budget,POSITIVE,0.9994707703590393
222, 5.0 out of 5 stars, nice,POSITIVE,0.9998552799224854
222, 5.0 out of 5 stars, good quality,POSITIVE,0.9998551607131958
222, 5.0 out of 5 stars, nice and comfortable,POSITIVE,0.9998695850372314
222, 1.0 out of 5 stars, used product by someone dont fresh available,NEGATIVE,0.9992269277572632
222, 5.0 out of 5 stars, very good,POSITIVE,0.9998520612716675
222, 5.0 out of 5 stars, very good comfort in these price range,POSITIVE,0.9998351335525513
222, 5.0 out of 5 stars, comfortable and affordable shoe,POSITIVE,0.9998161196708679
223,4.0 out of 5 stars,its ok,POSITIVE,0.9997120499610901
223, 5.0 out of 5 stars, cool,POSITIVE,0.9998509883880615
223, 3.0 out of 5 stars, shoes are good but packing sucks,NEGATIVE,0.9642617702484131
223, 4.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
223, 4.0 out of 5 stars, its good but not feet as expected,POSITIVE,0.9932946562767029
223, 4.0 out of 5 stars, good product with wrong,POSITIVE,0.9978657364845276
223, 1.0 out of 5 stars, i bought a combo set of two pair  but got only one pair  your service is very poor,NEGATIVE,0.9997531771659851
223, 2.0 out of 5 stars, avrage quality,POSITIVE,0.9919418096542358
223, 5.0 out of 5 stars, amazing product and quality,POSITIVE,0.9998866319656372
223, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
224,4.0 out of 5 stars,four stars,POSITIVE,0.9994032382965088
224, 4.0 out of 5 stars, nice but noisy,POSITIVE,0.9958404898643494
224, 4.0 out of 5 stars, good quality and affordable,POSITIVE,0.9998703002929688
224, 4.0 out of 5 stars, fantastic sports shoe within ,POSITIVE,0.9998601675033569
224, 4.0 out of 5 stars, high value for money,POSITIVE,0.999686598777771
224, 5.0 out of 5 stars, initially makes a funny khoch moch sound for some days,NEGATIVE,0.8928739428520203
224, 5.0 out of 5 stars, awesome shoes for the price,POSITIVE,0.9998701810836792
224, 1.0 out of 5 stars, not worth,NEGATIVE,0.9997950196266174
224, 1.0 out of 5 stars, very poor and cheap quality product,NEGATIVE,0.9996721744537354
224, 3.0 out of 5 stars, not for running ,NEGATIVE,0.9969774484634399
225,5.0 out of 5 stars,best shoes under k,POSITIVE,0.9995473027229309
225, 5.0 out of 5 stars, great shoes and got in excellent condition,POSITIVE,0.9998453855514526
225, 5.0 out of 5 stars, superb shoes in budget comfort and fitness,POSITIVE,0.9998181462287903
225, 4.0 out of 5 stars, i loved the complete black theme,POSITIVE,0.9998295307159424
225, 5.0 out of 5 stars, excellent shoes for sporty activities,POSITIVE,0.9998156428337097
225, 4.0 out of 5 stars, best budget shoes,POSITIVE,0.9997518658638
225, 1.0 out of 5 stars, size is too small,NEGATIVE,0.9992390871047974
225, 5.0 out of 5 stars, perfect product,POSITIVE,0.9998705387115479
225, 5.0 out of 5 stars, everything is good,POSITIVE,0.9998520612716675
225, 2.0 out of 5 stars, order one size large,POSITIVE,0.9933795928955078
226,5.0 out of 5 stars,review after  days of use,POSITIVE,0.5935980677604675
226, 4.0 out of 5 stars, best shoes in this price,POSITIVE,0.9997068047523499
226, 5.0 out of 5 stars, fantastic product best in quality,POSITIVE,0.9998581409454346
226, 5.0 out of 5 stars, overall good unavailability of laces could be a bita trouble,POSITIVE,0.518642246723175
226, 3.0 out of 5 stars, not quiet,NEGATIVE,0.9666585922241211
226, 5.0 out of 5 stars, this shoes was very comfortable,POSITIVE,0.99979168176651
226, 5.0 out of 5 stars, best lacefree shoes,POSITIVE,0.9996917247772217
226, 3.0 out of 5 stars, doesnt last,NEGATIVE,0.992336094379425
226, 5.0 out of 5 stars, comfortable good purchase,POSITIVE,0.9998736381530762
226, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
227,4.0 out of 5 stars,good product in rs price range,POSITIVE,0.9997289776802063
227, 4.0 out of 5 stars, good shoes but heavy delivery charges,POSITIVE,0.9870049953460693
227, 4.0 out of 5 stars, good at this price tag,POSITIVE,0.9998369216918945
227, 3.0 out of 5 stars, nice but little hard,POSITIVE,0.9954830408096313
227, 5.0 out of 5 stars, new shoes,POSITIVE,0.9974552989006042
227, 3.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
227, 5.0 out of 5 stars, worth every penny,POSITIVE,0.9996492862701416
227, 5.0 out of 5 stars, worth the price,POSITIVE,0.9998612403869629
227, 4.0 out of 5 stars, good at this price,POSITIVE,0.9998527765274048
227, 4.0 out of 5 stars, little more large,NEGATIVE,0.9929124712944031
228,5.0 out of 5 stars,nice,POSITIVE,0.9998552799224854
228, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
228, 5.0 out of 5 stars, very good product and value for the money,POSITIVE,0.9998584985733032
228, 2.0 out of 5 stars, poor,NEGATIVE,0.9997912049293518
228, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
228, 1.0 out of 5 stars, disappointed with asian,NEGATIVE,0.9994415640830994
228, 3.0 out of 5 stars, different model shoes,POSITIVE,0.99671870470047
228, 5.0 out of 5 stars, great,POSITIVE,0.9998630285263062
228, 4.0 out of 5 stars, weight its really a light weight shoes,NEGATIVE,0.9226431846618652
228, 5.0 out of 5 stars, very nice product,POSITIVE,0.9998691082000732
229,5.0 out of 5 stars,osm,NEGATIVE,0.9950666427612305
229, 5.0 out of 5 stars, awsome product,NEGATIVE,0.9931562542915344
229, 3.0 out of 5 stars, size problem,NEGATIVE,0.9993570446968079
229, 1.0 out of 5 stars, how can i claim warranty,NEGATIVE,0.980515718460083
229, 1.0 out of 5 stars, worst product,NEGATIVE,0.9997625946998596
229, 2.0 out of 5 stars, i dont suggest this ,NEGATIVE,0.9725438356399536
229, 3.0 out of 5 stars, comfortable  washable,POSITIVE,0.9991979002952576
229, 1.0 out of 5 stars, poor quality,NEGATIVE,0.9997573494911194
229, 5.0 out of 5 stars, its best fon stylish shoes,POSITIVE,0.9997931122779846
229, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
230,1.0 out of 5 stars,fake product dont buy,NEGATIVE,0.9994012117385864
230, 1.0 out of 5 stars, defected product,NEGATIVE,0.9966564178466797
230, 5.0 out of 5 stars, comfortable,POSITIVE,0.9998550415039062
230, 5.0 out of 5 stars, comfortable and weight less,NEGATIVE,0.8456997275352478
230, 2.0 out of 5 stars, value of money,POSITIVE,0.9982079267501831
230, 5.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
230, 3.0 out of 5 stars, i not use this bcz small size but good product,POSITIVE,0.9982287287712097
230, 5.0 out of 5 stars, good luck,POSITIVE,0.9998250603675842
230, 1.0 out of 5 stars, low quality,NEGATIVE,0.9997710585594177
230, 4.0 out of 5 stars, good quality,POSITIVE,0.9998551607131958
231,5.0 out of 5 stars,superb n comfortable pairs ,POSITIVE,0.9998716115951538
231, 5.0 out of 5 stars, perfect,POSITIVE,0.9998517036437988
231, 5.0 out of 5 stars, its good one,POSITIVE,0.9998464584350586
231, 5.0 out of 5 stars, cozy and comfortable buy atleast  size higher,POSITIVE,0.9998295307159424
231, 1.0 out of 5 stars, makes embarrassing noise on tiles floor,NEGATIVE,0.9991783499717712
231, 3.0 out of 5 stars, great for running,POSITIVE,0.9998356103897095
231, 5.0 out of 5 stars, you can go for them wont regret it,POSITIVE,0.9605132341384888
231, 5.0 out of 5 stars, nice,POSITIVE,0.9998552799224854
231, 5.0 out of 5 stars, pakka grand shoes,POSITIVE,0.9935932755470276
231, 5.0 out of 5 stars, high quality  good looking product,POSITIVE,0.9998760223388672
232,5.0 out of 5 stars,perfect fitting,POSITIVE,0.9998453855514526
232, 3.0 out of 5 stars, real shoes shown in a pic,NEGATIVE,0.8569756150245667
232, 5.0 out of 5 stars, best in ,POSITIVE,0.9997987151145935
232, 5.0 out of 5 stars, cool shoe ,POSITIVE,0.9997636675834656
232, 5.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
232, 5.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
232, 4.0 out of 5 stars,  shoes ,POSITIVE,0.9961863160133362
232, 1.0 out of 5 stars, amazon what you shoe on screen actual is very much better,NEGATIVE,0.9720600247383118
232, 5.0 out of 5 stars, good quality product comfortable ,POSITIVE,0.9998643398284912
232, 5.0 out of 5 stars, the shoes you are looking for,POSITIVE,0.9973080158233643
233,4.0 out of 5 stars,feather light shoes,POSITIVE,0.9988335967063904
233, 4.0 out of 5 stars, as per mentioned in description,POSITIVE,0.7160003781318665
233, 5.0 out of 5 stars, verynice,NEGATIVE,0.9840372800827026
233, 5.0 out of 5 stars, valuable product at this price,POSITIVE,0.9998158812522888
233, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
233, 4.0 out of 5 stars, good,POSITIVE,0.9998161196708679
233, 5.0 out of 5 stars, best shoes,POSITIVE,0.9998027682304382
233, 4.0 out of 5 stars, its good for the price asked,POSITIVE,0.9815643429756165
233, 5.0 out of 5 stars, first impression is good,POSITIVE,0.9998496770858765
233, 2.0 out of 5 stars, not easy go show,NEGATIVE,0.9635297060012817
234,1.0 out of 5 stars,received used and defective product dont ever trust amazon,NEGATIVE,0.9996039271354675
234, 4.0 out of 5 stars, style new india,POSITIVE,0.9993640780448914
234, 4.0 out of 5 stars, vfm,POSITIVE,0.6087784171104431
234, 5.0 out of 5 stars, perfect fit,POSITIVE,0.999855637550354
234, 5.0 out of 5 stars, bata formal shoes excellent quality and fit as per size long life shoes of bata company,POSITIVE,0.9997768998146057
234, 5.0 out of 5 stars, nice office shoes,POSITIVE,0.9998488426208496
234, 5.0 out of 5 stars, good product fast delivery,POSITIVE,0.9998437166213989
234, 2.0 out of 5 stars, poor quality not durable,NEGATIVE,0.9997625946998596
234, 4.0 out of 5 stars, nice one,POSITIVE,0.9998481273651123
234, 3.0 out of 5 stars, ok li,POSITIVE,0.9997274279594421
235,4.0 out of 5 stars,very comfortable and light weight,POSITIVE,0.9998495578765869
235, 1.0 out of 5 stars, not good,NEGATIVE,0.9997889399528503
235, 1.0 out of 5 stars, received wrong color,NEGATIVE,0.9996542930603027
235, 4.0 out of 5 stars, awesome,POSITIVE,0.9998682737350464
235, 2.0 out of 5 stars, said size is not fitting,NEGATIVE,0.9997872710227966
236,5.0 out of 5 stars,quality superb,POSITIVE,0.9998695850372314
236, 1.0 out of 5 stars, worst experience,NEGATIVE,0.9998027682304382
236, 5.0 out of 5 stars, good shoes,POSITIVE,0.9998462200164795
236, 4.0 out of 5 stars, good as expected,POSITIVE,0.9998329877853394
236, 2.0 out of 5 stars, shoes good but size to small and toe to pain,POSITIVE,0.7637441158294678
236, 4.0 out of 5 stars, reasonably good shoe,POSITIVE,0.9997838139533997
236, 5.0 out of 5 stars, super,POSITIVE,0.998783528804779
236, 5.0 out of 5 stars, good quality product,POSITIVE,0.9998651742935181
236, 5.0 out of 5 stars, superb,POSITIVE,0.9998656511306763
236, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
237,3.0 out of 5 stars,not good enough from bata and amazon,NEGATIVE,0.9997132420539856
237, 5.0 out of 5 stars, too good ,POSITIVE,0.9997445940971375
