Product_id,Review_rating,clean_review,Sentiment
140, 5.0 out of 5 stars, awesome,Negative
140, 5.0 out of 5 stars, worth every penny nd looks good,Positive
140, 5.0 out of 5 stars, stylish shoes,Negative
140, 5.0 out of 5 stars, attractive shoes ,Negative
140, 5.0 out of 5 stars, very unique,Positive
141,5.0 out of 5 stars,review after  years of heavy usage,Negative
141, 1.0 out of 5 stars, mrp  only selling price  big fraud,Negative
141, 5.0 out of 5 stars, looks is awesome good looking in fesonable price,Positive
141, 5.0 out of 5 stars, the shoe is pretty light and fits well,Negative
141, 1.0 out of 5 stars, not a running shoe,Negative
141, 1.0 out of 5 stars, you must not buy it,Negative
141, 5.0 out of 5 stars, value for money ,Positive
141, 5.0 out of 5 stars, nice product i m so happy materials is so good,Positive
141, 1.0 out of 5 stars, honest review after  months of use,Negative
141, 5.0 out of 5 stars, i love the product but not a happy customer for only one reason,Negative
142,5.0 out of 5 stars,satisfied with product,Positive
142, 5.0 out of 5 stars, orignal product ,Positive
142, 3.0 out of 5 stars, product is as shown on site and quality is good but,Positive
142, 3.0 out of 5 stars, good shoe with lot of manufacturing flaws,Positive
142, 3.0 out of 5 stars, colour is not as it is,Positive
142, 4.0 out of 5 stars, comfort,Positive
142, 2.0 out of 5 stars, ordered it twice and got the wrong color,Positive
142, 4.0 out of 5 stars, good for two or three months,Negative
142, 2.0 out of 5 stars, not worth,Positive
142, 5.0 out of 5 stars, good looking and comfortable,Negative
143,5.0 out of 5 stars,best,Positive
143, 5.0 out of 5 stars, satisfied,Positive
143, 5.0 out of 5 stars, affordable beauty  the eye catcher ,Positive
143, 5.0 out of 5 stars, economical and soft for feet,Positive
143, 5.0 out of 5 stars, good looking shoe however buy one size low,Negative
143, 5.0 out of 5 stars, must bye for puja,Positive
143, 1.0 out of 5 stars, why so much variation in sizes,Negative
143, 3.0 out of 5 stars, review after  days of use,Negative
143, 2.0 out of 5 stars, you get what you pay for,Positive
143, 5.0 out of 5 stars, cheap and branded spent  x  to  time is better than  one time,Negative
144,1.0 out of 5 stars,worst product never buy on amazon,Negative
144, 5.0 out of 5 stars, this is very very nice  amazing  shoes awesome,Negative
144, 5.0 out of 5 stars, nice shoes but i get defective product,Negative
144, 5.0 out of 5 stars, good product,Negative
144, 2.0 out of 5 stars, bekaar,Positive
144, 5.0 out of 5 stars, good product,Positive
144, 4.0 out of 5 stars, request plz improve lase quality,Negative
144, 5.0 out of 5 stars, highly recommended,Negative
144, 5.0 out of 5 stars, product is good but packaging was very poor,Positive
144, 4.0 out of 5 stars, good quality product,Negative
145,1.0 out of 5 stars,very very average product dont go for it after looking at the price,Positive
145, 2.0 out of 5 stars, deferent size product,Negative
145, 5.0 out of 5 stars, good look,Positive
145, 4.0 out of 5 stars, good product,Positive
145, 5.0 out of 5 stars, good,Negative
145, 5.0 out of 5 stars, best and comfortable,Positive
145, 1.0 out of 5 stars, dont buy pls stay away,Positive
145, 1.0 out of 5 stars, manufacturing defective product and size issue,Negative
145, 3.0 out of 5 stars, exchange problemshoe size is too small,Negative
145, 1.0 out of 5 stars, very bad shoe,Negative
146,3.0 out of 5 stars,it is good,Negative
147,5.0 out of 5 stars,best choice,Positive
147, 4.0 out of 5 stars, valued productvalue for money,Positive
147, 5.0 out of 5 stars, light weight shoes love this product,Positive
147, 4.0 out of 5 stars, campus shoes,Negative
147, 3.0 out of 5 stars, very bad grip,Negative
147, 5.0 out of 5 stars, very comfortable  ,Negative
147, 5.0 out of 5 stars, not for daily use,Positive
147, 5.0 out of 5 stars, good one,Negative
147, 2.0 out of 5 stars, shoe sole,Negative
147, 3.0 out of 5 stars, your size parameters are not correct,Positive
148,5.0 out of 5 stars,must buy,Positive
148, 5.0 out of 5 stars, quality was superb,Positive
148, 5.0 out of 5 stars, shocked real stunner,Positive
148, 5.0 out of 5 stars, confortable  price  looks,Positive
148, 5.0 out of 5 stars, awsm shoes,Negative
148, 4.0 out of 5 stars, not for daytoday use,Positive
148, 5.0 out of 5 stars, paisa wasool product go get it now,Positive
148, 5.0 out of 5 stars, good product,Positive
148, 5.0 out of 5 stars, bawal hai ,Negative
148, 5.0 out of 5 stars, superb,Positive
149,1.0 out of 5 stars,,Negative
149, 5.0 out of 5 stars, excellent shoes,Negative
149, 4.0 out of 5 stars, good one,Negative
149, 5.0 out of 5 stars, good product with decent look,Positive
149, 5.0 out of 5 stars, original product,Negative
149, 5.0 out of 5 stars, value for money,Positive
149, 5.0 out of 5 stars, product is tuff,Positive
149, 5.0 out of 5 stars, great pair of shoes,Negative
149, 4.0 out of 5 stars, good,Positive
149, 5.0 out of 5 stars, very comfortable and good quality,Positive
150,5.0 out of 5 stars,it is light in weight and comfertable,Negative
150, 5.0 out of 5 stars, weight,Positive
150, 5.0 out of 5 stars, amazing,Negative
150, 4.0 out of 5 stars, good fit light weight comfortable,Negative
150, 4.0 out of 5 stars, nice,Positive
150, 5.0 out of 5 stars, good product,Positive
150, 4.0 out of 5 stars, good product with best price,Positive
150, 1.0 out of 5 stars, disappointed,Positive
150, 5.0 out of 5 stars, good,Positive
150, 5.0 out of 5 stars, good,Positive
151,3.0 out of 5 stars,feels like ok ok product,Negative
152,5.0 out of 5 stars,very goodvalue of money,Positive
152, 4.0 out of 5 stars, very nyc,Negative
153,1.0 out of 5 stars,not like,Positive
153, 5.0 out of 5 stars, shoes material good light feel,Positive
153, 4.0 out of 5 stars, nice product,Negative
153, 5.0 out of 5 stars, extremely light weight,Positive
153, 4.0 out of 5 stars, good shoes,Negative
153, 4.0 out of 5 stars, light weight,Positive
153, 3.0 out of 5 stars, had to replace,Positive
153, 2.0 out of 5 stars, not so good,Negative
153, 5.0 out of 5 stars, fitting perfect  colour same as picture  comfortable to wear  surely go for it,Negative
153, 4.0 out of 5 stars, worth for cost,Positive
154,2.0 out of 5 stars,ok,Positive
154, 5.0 out of 5 stars, bad,Negative
154, 5.0 out of 5 stars, perfect,Negative
154, 1.0 out of 5 stars, not waterproof,Negative
154, 1.0 out of 5 stars, its not comfortable,Negative
154, 2.0 out of 5 stars, not as expected,Positive
154, 3.0 out of 5 stars, o p o p o p o p o p o p,Positive
154, 4.0 out of 5 stars, prize issues,Negative
155,5.0 out of 5 stars,great shoes in price band of rs ,Negative
155, 5.0 out of 5 stars, nice shoes ,Negative
155, 5.0 out of 5 stars, gread shoes,Positive
155, 5.0 out of 5 stars, best one till now ,Positive
155, 5.0 out of 5 stars, excellent product,Positive
155, 5.0 out of 5 stars, its awesome to seereally good and nice,Negative
155, 5.0 out of 5 stars, good product,Negative
155, 5.0 out of 5 stars, good shoes,Positive
155, 4.0 out of 5 stars, ok at a good discount,Positive
155, 5.0 out of 5 stars, so so so comfortable ,Negative
156,5.0 out of 5 stars,awesome,Positive
156, 4.0 out of 5 stars, better meterial,Negative
156, 5.0 out of 5 stars, perfect,Positive
156, 5.0 out of 5 stars, awesome quality,Negative
156, 3.0 out of 5 stars, lace may be good design,Negative
156, 1.0 out of 5 stars, not true to size and average quality,Negative
156, 4.0 out of 5 stars, not bad,Positive
156, 4.0 out of 5 stars, product is awesome worst amazon packing ever,Positive
156, 4.0 out of 5 stars, value for the money,Negative
156, 5.0 out of 5 stars, nice shoes good for running  light weight,Negative
157,5.0 out of 5 stars,very good product,Positive
157, 5.0 out of 5 stars, good,Positive
157, 4.0 out of 5 stars, not perfect size,Negative
157, 4.0 out of 5 stars, best cost,Negative
157, 5.0 out of 5 stars, very good,Negative
157, 5.0 out of 5 stars, fitting,Positive
157, 4.0 out of 5 stars, good,Positive
157, 5.0 out of 5 stars, shoe good,Negative
157, 4.0 out of 5 stars, good choice,Negative
157, 5.0 out of 5 stars, nice,Negative
158,1.0 out of 5 stars,total waste of money stay away,Positive
158, 1.0 out of 5 stars, worst quality possible,Positive
158, 1.0 out of 5 stars, getting used products and damaged,Positive
158, 1.0 out of 5 stars, dont buy this item its a useless thing,Negative
158, 1.0 out of 5 stars, totally different not good,Positive
158, 2.0 out of 5 stars, low quality,Negative
158, 1.0 out of 5 stars, bad quality ,Negative
158, 1.0 out of 5 stars, defective and bad,Positive
158, 1.0 out of 5 stars, bakwas,Positive
158, 1.0 out of 5 stars, shoes,Positive
159,5.0 out of 5 stars,excellent,Positive
159, 5.0 out of 5 stars, good product in the price,Negative
159, 5.0 out of 5 stars, ,Positive
159, 5.0 out of 5 stars, nice,Positive
159, 4.0 out of 5 stars, good,Negative
159, 4.0 out of 5 stars, superb,Negative
160,5.0 out of 5 stars,good productshoes quality is good this prise rangevalue for money,Negative
160, 5.0 out of 5 stars, product is good,Negative
160, 5.0 out of 5 stars, value for money,Positive
160, 3.0 out of 5 stars, nice shoes but cost is high,Positive
160, 4.0 out of 5 stars, style could have been better,Positive
160, 5.0 out of 5 stars, great confortgreat product,Positive
160, 5.0 out of 5 stars, trustworthy product,Negative
160, 5.0 out of 5 stars, bata shoes so good quality,Negative
160, 5.0 out of 5 stars, good quality,Positive
160, 5.0 out of 5 stars, best from bata under k,Positive
161,5.0 out of 5 stars,great style shoes  must buy ,Positive
161, 5.0 out of 5 stars, best at ,Negative
161, 4.0 out of 5 stars, good one,Negative
161, 5.0 out of 5 stars, undoubtedly one of the best from sparx,Negative
161, 4.0 out of 5 stars, such a beauty,Positive
161, 5.0 out of 5 stars, quality product,Positive
161, 4.0 out of 5 stars, nice sneaker,Positive
161, 1.0 out of 5 stars, not satisfied,Negative
161, 5.0 out of 5 stars, thank you amazon,Positive
161, 5.0 out of 5 stars, best in this price,Negative
162,3.0 out of 5 stars,good product,Positive
162, 1.0 out of 5 stars, i am very happy for deliver me but,Positive
162, 2.0 out of 5 stars, not good,Negative
162, 4.0 out of 5 stars, bang for the buck,Negative
162, 1.0 out of 5 stars, shose is not good,Positive
162, 3.0 out of 5 stars, product is cheap same as price but works,Positive
162, 5.0 out of 5 stars, perfect fitting,Positive
162, 1.0 out of 5 stars, one item is missing i dont receive my sandal,Positive
162, 1.0 out of 5 stars, so i really disappointment so now now its not going to give any order to you,Negative
162, 1.0 out of 5 stars, do not buy,Positive
163,5.0 out of 5 stars,size correct size so im happy this product,Positive
163, 5.0 out of 5 stars, nike or reebok in low cost with no compromise on comfort,Negative
163, 5.0 out of 5 stars, nice product,Negative
163, 4.0 out of 5 stars, nice comfortable,Positive
163, 3.0 out of 5 stars, average shoes,Positive
163, 5.0 out of 5 stars, good in this price range,Positive
163, 4.0 out of 5 stars, good as per price but a bit smaller as usual,Positive
163, 1.0 out of 5 stars, i bought it looking at the review only and also mentioned as indigenious,Negative
163, 4.0 out of 5 stars, satisfied,Positive
163, 5.0 out of 5 stars, excellent buy,Positive
164,4.0 out of 5 stars,can go for it anytime,Positive
164, 3.0 out of 5 stars, great look with style  comfort,Negative
164, 5.0 out of 5 stars, good product,Negative
164, 5.0 out of 5 stars, the best shoes by sparx,Negative
164, 5.0 out of 5 stars, awesome shoes,Positive
164, 5.0 out of 5 stars, good product,Negative
164, 4.0 out of 5 stars, good product,Positive
164, 5.0 out of 5 stars, nice product,Positive
164, 3.0 out of 5 stars, very good,Negative
164, 5.0 out of 5 stars, awsome,Positive
165,5.0 out of 5 stars,quality price and comfort,Negative
165, 5.0 out of 5 stars, i like it,Negative
165, 5.0 out of 5 stars, fit as expected,Negative
165, 1.0 out of 5 stars, received a defective shoe,Negative
165, 4.0 out of 5 stars, sparx slipon shoes,Positive
165, 2.0 out of 5 stars, no good,Negative
165, 5.0 out of 5 stars, best value for money,Positive
165, 4.0 out of 5 stars, best laceless shoes at good price,Negative
165, 5.0 out of 5 stars, must buy,Negative
165, 5.0 out of 5 stars, best in this price range,Negative
166,4.0 out of 5 stars,best for go,Positive
166, 5.0 out of 5 stars, nice product overall,Positive
166, 4.0 out of 5 stars, good product,Negative
166, 1.0 out of 5 stars, used pair of shoes received,Positive
166, 4.0 out of 5 stars, value for money and nice product,Positive
166, 4.0 out of 5 stars, good,Positive
166, 5.0 out of 5 stars, product is too good than expected,Negative
166, 5.0 out of 5 stars, orginal product,Positive
166, 5.0 out of 5 stars, value for money ,Negative
166, 5.0 out of 5 stars, satisfied,Negative
167,5.0 out of 5 stars,really comfortable shoes,Positive
167, 5.0 out of 5 stars, shole best,Negative
168,5.0 out of 5 stars,nice sports shoes,Negative
168, 5.0 out of 5 stars, unexpected light weight,Negative
168, 5.0 out of 5 stars, amazing shoes at this price,Positive
168, 5.0 out of 5 stars, quality,Positive
168, 5.0 out of 5 stars, poor mans puma,Negative
168, 1.0 out of 5 stars, useless product,Positive
168, 5.0 out of 5 stars, awesome shoes below  recommended,Negative
168, 3.0 out of 5 stars, its ok type according to its price,Positive
168, 5.0 out of 5 stars, amazing deal for  size ,Positive
168, 5.0 out of 5 stars, very comfortable,Negative
169,4.0 out of 5 stars,good in this price range,Negative
169, 1.0 out of 5 stars, ,Positive
169, 5.0 out of 5 stars, very good product,Positive
169, 2.0 out of 5 stars, please check and have value to someone who buys your product with the highest value and regards,Positive
169, 2.0 out of 5 stars, average,Positive
169, 2.0 out of 5 stars, sole is too soft doesnt feel like a shoe ,Positive
169, 5.0 out of 5 stars, super,Negative
169, 3.0 out of 5 stars, not good,Negative
169, 5.0 out of 5 stars, good one,Positive
169, 1.0 out of 5 stars, no one came for replacement,Negative
170,5.0 out of 5 stars,best walking shoes,Negative
170, 1.0 out of 5 stars, quality sega bed,Negative
170, 5.0 out of 5 stars, very nice product,Negative
170, 5.0 out of 5 stars, good,Negative
170, 4.0 out of 5 stars, roughly used,Negative
170, 4.0 out of 5 stars, very good product,Negative
170, 1.0 out of 5 stars, sariska size sega ka chhota humko  number chahie,Negative
171,1.0 out of 5 stars,third class quality,Positive
171, 2.0 out of 5 stars, quality of the product is average,Positive
171, 2.0 out of 5 stars, doesnt g,Negative
171, 1.0 out of 5 stars,  rupees product,Positive
171, 1.0 out of 5 stars, waste of money,Positive
171, 1.0 out of 5 stars, poor quality,Negative
171, 5.0 out of 5 stars, great pair of shoes,Negative
171, 4.0 out of 5 stars, very good shoes,Negative
171, 5.0 out of 5 stars, nice pair of shoes ,Positive
171, 5.0 out of 5 stars, consider it,Negative
172,5.0 out of 5 stars,amazing shoe ,Negative
172, 1.0 out of 5 stars, local quality,Negative
173,2.0 out of 5 stars,ok,Positive
173, 5.0 out of 5 stars, very good product size is fit,Positive
174,5.0 out of 5 stars,very good,Negative
174, 5.0 out of 5 stars, good product at very reasonable price,Positive
175,5.0 out of 5 stars,must buy product,Negative
175, 2.0 out of 5 stars, poor quality sole,Positive
175, 5.0 out of 5 stars, excellent,Negative
175, 4.0 out of 5 stars, good,Negative
175, 5.0 out of 5 stars, light weight to wear,Negative
175, 4.0 out of 5 stars, good ,Positive
176,5.0 out of 5 stars,it is light in weight and comfertable,Negative
176, 5.0 out of 5 stars, weight,Positive
176, 5.0 out of 5 stars, amazing,Negative
176, 4.0 out of 5 stars, good fit light weight comfortable,Positive
176, 4.0 out of 5 stars, nice,Positive
176, 5.0 out of 5 stars, good product,Negative
176, 4.0 out of 5 stars, good product with best price,Negative
176, 1.0 out of 5 stars, disappointed,Negative
176, 5.0 out of 5 stars, good,Negative
176, 5.0 out of 5 stars, good,Negative
177,5.0 out of 5 stars,best product,Negative
177, 4.0 out of 5 stars, in ,Negative
177, 5.0 out of 5 stars, perfect fit and comfort feels like walking on a cloud,Negative
177, 5.0 out of 5 stars, fabulous shoe in budget,Positive
177, 5.0 out of 5 stars, nice to run,Negative
178,5.0 out of 5 stars,satisfied,Positive
178, 5.0 out of 5 stars, order one size small,Negative
179,5.0 out of 5 stars,these are vary stylist and comfortable shoes,Negative
179, 4.0 out of 5 stars, product is good,Positive
179, 1.0 out of 5 stars, manufacturing defect or a fake product,Positive
179, 5.0 out of 5 stars, excellent fit sports shoe,Positive
179, 4.0 out of 5 stars, excellent product go for it,Negative
179, 1.0 out of 5 stars, serious quality issues,Positive
179, 5.0 out of 5 stars, best running shoes in budget,Negative
179, 5.0 out of 5 stars, very comfy same as in pic perfect for running walking etc,Negative
179, 4.0 out of 5 stars, walking shoes,Negative
179, 2.0 out of 5 stars, can better with slight quality checks in place ,Positive
180,5.0 out of 5 stars,first impression fabulous,Negative
180, 1.0 out of 5 stars, waste of money,Positive
180, 5.0 out of 5 stars, grate product by sparx as expected,Positive
180, 4.0 out of 5 stars, good for casual use,Negative
180, 1.0 out of 5 stars, size small,Positive
180, 5.0 out of 5 stars, order one size smaller otherwise shoes are awsome,Negative
180, 5.0 out of 5 stars, very good,Positive
180, 4.0 out of 5 stars, nice pair of shoes,Positive
180, 5.0 out of 5 stars, go for it,Positive
180, 5.0 out of 5 stars, it light in weight ,Positive
181,5.0 out of 5 stars,thank you amazon and campus shoe,Negative
181, 3.0 out of 5 stars, very good service by amazon,Negative
181, 5.0 out of 5 stars, good pair of shoes for normal sized feet,Positive
181, 2.0 out of 5 stars, may be for young but not for senior citizens,Negative
181, 5.0 out of 5 stars, excellent quality,Positive
181, 5.0 out of 5 stars, excellent,Negative
181, 1.0 out of 5 stars, dont buy this product and also any product from amazon,Positive
181, 5.0 out of 5 stars, value for money shoes,Negative
181, 5.0 out of 5 stars, excellent product,Positive
181, 5.0 out of 5 stars, shoes are really good,Negative
182,2.0 out of 5 stars,poor quality but good look and fit,Negative
182, 2.0 out of 5 stars, good,Positive
182, 1.0 out of 5 stars, poor quality review after few months of not so frequent use,Positive
182, 5.0 out of 5 stars, bang for the buck,Positive
182, 3.0 out of 5 stars, not value for money,Negative
182, 1.0 out of 5 stars, dont buy,Positive
182, 1.0 out of 5 stars, poor,Negative
182, 2.0 out of 5 stars, quality of the shoe not upto the mark,Negative
182, 5.0 out of 5 stars, quality,Positive
182, 5.0 out of 5 stars, very very good quality as par price,Positive
183,5.0 out of 5 stars,feet comfort is excellent  good for casual walk  all,Negative
183, 5.0 out of 5 stars, amazing product,Positive
183, 5.0 out of 5 stars, a value for money product,Negative
183, 5.0 out of 5 stars, very comfortable and looks very descent,Positive
183, 5.0 out of 5 stars, you can safely ditch mnc brands,Negative
183, 5.0 out of 5 stars, paisa wasool product,Negative
183, 1.0 out of 5 stars, size of shoes varies,Negative
183, 2.0 out of 5 stars, not too good,Positive
183, 2.0 out of 5 stars, fake product by seeing the box hope the shoe is original sparx,Positive
183, 1.0 out of 5 stars, had to return it poor experience with sparx yet again,Positive
184,1.0 out of 5 stars,duplicate product,Positive
184, 1.0 out of 5 stars, worst buy,Positive
184, 5.0 out of 5 stars, genuine bata shoes at an unbeatable price,Negative
184, 1.0 out of 5 stars, not upto expectation bata is such a good brand,Positive
184, 5.0 out of 5 stars, best ,Negative
184, 4.0 out of 5 stars, good to go,Positive
184, 5.0 out of 5 stars, aswome product,Positive
184, 5.0 out of 5 stars, good fit good comfort,Negative
184, 5.0 out of 5 stars, yay,Negative
184, 5.0 out of 5 stars, comfortable shoes,Negative
185,5.0 out of 5 stars,quality price and comfort,Negative
185, 5.0 out of 5 stars, i like it,Negative
185, 5.0 out of 5 stars, fit as expected,Negative
185, 1.0 out of 5 stars, received a defective shoe,Negative
185, 4.0 out of 5 stars, sparx slipon shoes,Positive
185, 2.0 out of 5 stars, no good,Positive
185, 5.0 out of 5 stars, best value for money,Positive
185, 4.0 out of 5 stars, best laceless shoes at good price,Negative
185, 5.0 out of 5 stars, must buy,Negative
185, 5.0 out of 5 stars, best in this price range,Negative
186,1.0 out of 5 stars,hii,Positive
186, 5.0 out of 5 stars, product material quality and its finishing is good,Positive
186, 1.0 out of 5 stars, colour defect,Negative
186, 5.0 out of 5 stars, worthy product value of money,Negative
186, 5.0 out of 5 stars, classic shoes at this rate,Negative
186, 5.0 out of 5 stars, satisfactory  value for money,Positive
186, 5.0 out of 5 stars, nice,Positive
186, 4.0 out of 5 stars, nice shoe,Negative
186, 5.0 out of 5 stars, a shoe for all days,Negative
186, 5.0 out of 5 stars, nice product,Positive
187,5.0 out of 5 stars,superb quality,Positive
187, 5.0 out of 5 stars, nice shoe,Positive
187, 5.0 out of 5 stars, excellent,Positive
187, 2.0 out of 5 stars, product not same as shown,Negative
188,4.0 out of 5 stars,looking good,Negative
189,5.0 out of 5 stars,shoes for running,Negative
189, 4.0 out of 5 stars, amazing shoes with pros and cons,Positive
189, 5.0 out of 5 stars, value for moneybudget sports shoes with premium feel,Positive
189, 5.0 out of 5 stars, must buy,Negative
189, 5.0 out of 5 stars, comfort like asices shoes,Positive
189, 1.0 out of 5 stars, even exchange is damaged read before buying ,Negative
189, 1.0 out of 5 stars, good looking but not comfortable,Positive
189, 5.0 out of 5 stars, good,Negative
189, 3.0 out of 5 stars, shoe iz only well design aestheticallynot for running,Positive
189, 4.0 out of 5 stars, light weight worth the money,Negative
190,5.0 out of 5 stars,thanks u so much amazon,Negative
190, 3.0 out of 5 stars, i am a regular customer of amazone,Negative
190, 3.0 out of 5 stars, good for narrow feet mens,Positive
190, 3.0 out of 5 stars, return defective shoe pair,Positive
190, 4.0 out of 5 stars, nice and comfy,Negative
190, 1.0 out of 5 stars, stop selling faulty pieces,Positive
190, 4.0 out of 5 stars, good fit with light weight,Positive
190, 4.0 out of 5 stars, good,Negative
190, 4.0 out of 5 stars, good,Negative
190, 4.0 out of 5 stars, good,Negative
191,4.0 out of 5 stars,nice shoes,Positive
191, 5.0 out of 5 stars, must buy,Positive
191, 5.0 out of 5 stars, excellent product  thanks mikaasa,Negative
191, 4.0 out of 5 stars, good,Positive
191, 5.0 out of 5 stars, nice and comfortable running shoes,Positive
191, 1.0 out of 5 stars, mikaasa shose dont buy,Negative
191, 5.0 out of 5 stars, purchase undoubtedly,Positive
191, 5.0 out of 5 stars, nice,Negative
191, 5.0 out of 5 stars, loveable product,Negative
191, 3.0 out of 5 stars, nice,Positive
192,5.0 out of 5 stars,good shoe in this price,Negative
192, 5.0 out of 5 stars, extremely good product and amazing color of shoes,Positive
192, 5.0 out of 5 stars, supper quality,Positive
192, 3.0 out of 5 stars, average,Negative
192, 5.0 out of 5 stars, best qwalit,Negative
192, 5.0 out of 5 stars, just awesome,Positive
192, 4.0 out of 5 stars, good,Negative
192, 1.0 out of 5 stars, not buy this product,Negative
192, 5.0 out of 5 stars, value for money,Negative
192, 5.0 out of 5 stars, good quality,Positive
193,4.0 out of 5 stars,awesome at rs ,Negative
193, 1.0 out of 5 stars, not worth of money,Positive
193, 5.0 out of 5 stars, osom shoes very nice i am happy  thanks amazon,Positive
193, 5.0 out of 5 stars, i love it,Positive
193, 5.0 out of 5 stars, goid,Negative
193, 4.0 out of 5 stars, nice,Negative
193, 5.0 out of 5 stars, awesome  and stylish design,Negative
193, 3.0 out of 5 stars, good,Negative
193, 5.0 out of 5 stars, perfect fit,Positive
193, 5.0 out of 5 stars, most important thing is sole is original eva solethanku very much amazon,Negative
194,1.0 out of 5 stars,product quality,Negative
194, 1.0 out of 5 stars, low quality product,Negative
194, 5.0 out of 5 stars, bhut majedar product hai,Positive
194, 3.0 out of 5 stars, its good,Negative
195,5.0 out of 5 stars,nice,Negative
195, 5.0 out of 5 stars, this is absolutely fine nd cool item by bata really im happy with this product ,Positive
195, 5.0 out of 5 stars, nice n comfy,Positive
195, 5.0 out of 5 stars, bata is king,Negative
195, 5.0 out of 5 stars, must buy item,Negative
195, 2.0 out of 5 stars, bad quality product,Negative
195, 5.0 out of 5 stars, value for money,Positive
195, 4.0 out of 5 stars, value for money go for it,Negative
195, 4.0 out of 5 stars, good for occasional use not everyday product,Positive
195, 1.0 out of 5 stars, poor quality,Negative
196,5.0 out of 5 stars,nice product,Positive
197,4.0 out of 5 stars,great deal,Positive
197, 5.0 out of 5 stars, good product,Positive
197, 5.0 out of 5 stars, very good quality,Negative
197, 5.0 out of 5 stars, nice and fitgood product,Negative
197, 5.0 out of 5 stars, very very good product thanks campus and amazon,Negative
197, 4.0 out of 5 stars, best in thish price,Negative
197, 3.0 out of 5 stars, not good aur not bad,Positive
197, 5.0 out of 5 stars, it it so good,Positive
198,5.0 out of 5 stars,supup shoe at this price range,Negative
198, 4.0 out of 5 stars, value of money,Positive
198, 5.0 out of 5 stars, wonderfull,Positive
198, 1.0 out of 5 stars, poor quality,Positive
198, 4.0 out of 5 stars, awesome shoe but size issue,Positive
198, 5.0 out of 5 stars, excellent,Negative
198, 1.0 out of 5 stars, miss branding local branding,Negative
198, 4.0 out of 5 stars, size,Negative
198, 4.0 out of 5 stars, good choice go for it,Negative
198, 5.0 out of 5 stars, slightly good,Negative
199,4.0 out of 5 stars,nice safety shoes ,Negative
199, 5.0 out of 5 stars, excellent,Positive
199, 5.0 out of 5 stars, i loved it,Negative
199, 5.0 out of 5 stars, super,Positive
199, 4.0 out of 5 stars, good,Negative
199, 5.0 out of 5 stars, nice,Negative
199, 1.0 out of 5 stars, not good,Positive
199, 5.0 out of 5 stars, safety with style,Negative
199, 5.0 out of 5 stars, looks and feel like woodland,Positive
199, 5.0 out of 5 stars, comfort with style,Positive
200,4.0 out of 5 stars,good in this price range,Negative
200, 1.0 out of 5 stars, ,Negative
200, 5.0 out of 5 stars, very good product,Negative
200, 2.0 out of 5 stars, please check and have value to someone who buys your product with the highest value and regards,Positive
200, 2.0 out of 5 stars, average,Negative
200, 2.0 out of 5 stars, sole is too soft doesnt feel like a shoe ,Positive
200, 5.0 out of 5 stars, super,Positive
200, 3.0 out of 5 stars, not good,Negative
200, 5.0 out of 5 stars, good one,Negative
200, 1.0 out of 5 stars, no one came for replacement,Negative
201,5.0 out of 5 stars,trendy and sporty as well,Positive
201, 3.0 out of 5 stars, comfy and affordable,Positive
201, 5.0 out of 5 stars, dont think just buy awesome one,Positive
201, 5.0 out of 5 stars, good service m awesome product,Negative
201, 2.0 out of 5 stars, shoes material quality too bad and shoes container box is not original,Negative
201, 5.0 out of 5 stars, great product with fastest delivery,Positive
201, 4.0 out of 5 stars, you can purchase this product and much worth for ,Negative
201, 4.0 out of 5 stars, very good shoes,Positive
201, 1.0 out of 5 stars, box price is inr,Negative
201, 5.0 out of 5 stars, i am in love with itsuper comfort,Negative
202,1.0 out of 5 stars,not worth,Positive
202, 1.0 out of 5 stars, packing damage,Positive
202, 5.0 out of 5 stars, satisfied with the product,Negative
202, 3.0 out of 5 stars, everything important,Negative
202, 1.0 out of 5 stars, the item is not as per order and sizes are small,Positive
202, 4.0 out of 5 stars, value for money,Positive
202, 3.0 out of 5 stars, cut on shoe,Negative
202, 4.0 out of 5 stars, not trutsable,Negative
202, 4.0 out of 5 stars, itne pese me yahi to aayega,Positive
202, 5.0 out of 5 stars, simple casual footwear,Negative
203,5.0 out of 5 stars,great,Negative
203, 5.0 out of 5 stars, stylish shoes at affordable price,Positive
203, 5.0 out of 5 stars, very good,Positive
203, 3.0 out of 5 stars, size  is small,Positive
203, 5.0 out of 5 stars, go for it,Positive
203, 1.0 out of 5 stars, what a pity  an undersized paircould not use this pair of shoes,Negative
203, 3.0 out of 5 stars, packing is worst and sole pads are missing,Positive
203, 5.0 out of 5 stars, best shoes  value for money best comfort best running shoes for me,Negative
203, 4.0 out of 5 stars, paisa wasool product,Negative
203, 4.0 out of 5 stars, optimum utilization of money,Positive
204,4.0 out of 5 stars,comftebal,Positive
204, 4.0 out of 5 stars, quality product as expected,Positive
204, 5.0 out of 5 stars, value for money,Positive
204, 1.0 out of 5 stars, poor quality,Negative
204, 3.0 out of 5 stars, average quality product,Positive
204, 2.0 out of 5 stars, size not fit for doubts about bata original,Positive
204, 4.0 out of 5 stars, nice,Positive
204, 1.0 out of 5 stars, kindly uploaded correct photos,Negative
204, 5.0 out of 5 stars, almost good one ,Positive
204, 5.0 out of 5 stars, good product  original product,Negative
205,5.0 out of 5 stars,awesome,Negative
205, 4.0 out of 5 stars, four stars,Negative
205, 5.0 out of 5 stars, thank you amazon,Negative
205, 4.0 out of 5 stars, yet another product from symbol and i m loving it,Negative
